date,CO2
2022-12-01,418.779119254717
2022-12-04,419.20428797590364
2022-12-05,420.3572154233577
2022-12-08,406.24063968
2022-12-12,417.14350916589865
2022-12-13,417.51466194721405
2022-12-20,404.21356199999997
2022-12-21,407.7602913396226
2022-12-24,422.95812325614037
2023-01-27,420.1815165779221
2023-02-04,416.80396072727274
2023-02-06,404.13789147619053
2023-02-07,402.7789401875
2023-02-08,421.19111575757574
2023-02-09,422.49489925
2023-02-24,417.4089932473498
2023-02-27,419.8369434827586
